date,programmer,project,time
2029-02-20,Mariola,NSTAT,1.25
2029-02-20,Antonie,BIRDY,3.0
2029-02-20,Mariola,NSTAT,0.25
2029-02-20,Antonie,NSTAT,0.25
2029-02-20,Antonie,XTOR,1.25
2029-02-20,Hella,XTOR,0.5
2029-02-20,Hella,XTOR,1.25
2029-02-20,Antonie,BIRDY,2.75
2029-02-20,Hella,NSTAT,3.75
2029-02-21,Hella,NSTAT,0.25
2029-02-21,Hella,BIRDY,0.75
2029-02-21,Mariola,BIRDY,1.5
2029-02-21,Hella,BIRDY,0.75
2029-02-21,Hella,NSTAT,3.0
2029-02-21,Mariola,XTOR,3.5
2029-02-21,Hella,NSTAT,3.25
2029-02-21,Antonie,BIRDY,1.75
2029-02-21,Mariola,NSTAT,0.25
2029-02-21,Hella,BIRDY,0.25
2029-02-22,Hella,XTOR,0.75
2029-02-22,Hella,BIRDY,1.5
2029-02-22,Mariola,BIRDY,1.0
2029-02-22,Hella,BIRDY,1.25
2029-02-22,Mariola,BIRDY,2.0
2029-02-23,Hella,BIRDY,1.25
2029-02-23,Mariola,NSTAT,1.25
2029-02-23,Fatima,NSTAT,0.75
2029-02-23,Mariola,NSTAT,1.25
2029-02-23,Hella,XTOR,0.25
2029-02-26,Mariola,NSTAT,1.0
2029-02-26,Hella,NSTAT,2.75
2029-02-26,Hella,BIRDY,1.25
2029-02-26,Hella,BIRDY,1.25
2029-02-26,Mariola,NSTAT,0.25
2029-02-26,Antonie,BIRDY,1.25
2029-02-26,Hella,XTOR,1.0
2029-02-26,Hella,NSTAT,2.75
2029-02-26,Hella,XTOR,0.25
2029-02-26,Hella,NSTAT,1.25
2029-02-27,Mariola,BIRDY,2.0
2029-02-27,Mariola,NSTAT,1.0
2029-02-27,Hella,BIRDY,0.5
2029-02-27,Hella,BIRDY,0.5
2029-02-28,Hella,NSTAT,0.25
2029-02-28,Hella,BIRDY,1.75
2029-02-28,Antonie,NSTAT,0.25
2029-02-28,Mariola,NSTAT,1.25
2029-02-28,Fatima,BIRDY,1.0
2029-02-28,Hella,BIRDY,1.0
2029-03-01,Hella,BIRDY,1.5
2029-03-01,Mariola,NSTAT,0.75
2029-03-01,Mariola,XTOR,0.25
2029-03-01,Mariola,NSTAT,0.75
2029-03-01,Hella,XTOR,0.5
2029-03-01,Hella,BIRDY,1.75
2029-03-01,Hella,XTOR,0.75
2029-03-02,Fatima,BIRDY,1.0
2029-03-02,Hella,BIRDY,1.0
2029-03-02,Hella,NSTAT,2.75
2029-03-02,Hella,BIRDY,1.5
2029-03-02,Fatima,XTOR,0.25
2029-03-05,Hella,NSTAT,2.0
2029-03-05,Mariola,BIRDY,1.75
2029-03-05,Hella,XTOR,0.5
2029-03-05,Antonie,BIRDY,0.75
2029-03-05,Hella,NSTAT,2.0
2029-03-05,Mariola,BIRDY,3.25
2029-03-05,Mariola,BIRDY,3.0
2029-03-06,Mariola,NSTAT,1.0
2029-03-06,Mariola,XTOR,2.25
2029-03-06,Fatima,XTOR,0.25
2029-03-06,Mariola,BIRDY,2.0
2029-03-06,Mariola,BIRDY,1.75
2029-03-06,Mariola,NSTAT,1.0
2029-03-06,Hella,NSTAT,1.25
2029-03-06,Antonie,BIRDY,2.5
2029-03-07,Hella,NSTAT,0.5
2029-03-07,Hella,BIRDY,1.25
2029-03-07,Mariola,XTOR,3.5
2029-03-07,Hella,NSTAT,1.0
2029-03-07,Mariola,NSTAT,0.5
2029-03-08,Mariola,BIRDY,0.75
2029-03-08,Mariola,NSTAT,0.5
2029-03-08,Hella,XTOR,0.5
2029-03-08,Mariola,XTOR,1.5
2029-03-08,Mariola,XTOR,2.25
2029-03-08,Mariola,BIRDY,0.75
2029-03-08,Mariola,NSTAT,1.25
2029-03-09,Mariola,BIRDY,2.75
2029-03-09,Hella,BIRDY,0.25
2029-03-09,Hella,XTOR,1.25
2029-03-09,Hella,XTOR,0.25
2029-03-09,Hella,XTOR,0.25
2029-03-09,Hella,BIRDY,1.0
2029-03-09,Mariola,BIRDY,0.75
2029-03-09,Hella,BIRDY,0.75
2029-03-12,Hella,NSTAT,3.75
2029-03-12,Hella,NSTAT,1.75
2029-03-12,Mariola,XTOR,4.25
2029-03-12,Hella,BIRDY,1.25
2029-03-12,Hella,BIRDY,1.5
2029-03-12,Mariola,NSTAT,0.5
2029-03-12,Fatima,NSTAT,0.25
2029-03-13,Mariola,XTOR,3.75
2029-03-13,Hella,XTOR,0.5
2029-03-13,Hella,NSTAT,1.25
2029-03-13,Antonie,NSTAT,1.0
2029-03-13,Hella,XTOR,0.5
2029-03-13,Hella,BIRDY,1.0
2029-03-13,Hella,XTOR,1.25
2029-03-13,Hella,NSTAT,2.25
2029-03-13,Mariola,BIRDY,1.75
2029-03-14,Hella,BIRDY,1.75
2029-03-14,Hella,BIRDY,1.25
2029-03-14,Mariola,NSTAT,0.25
2029-03-14,Hella,BIRDY,0.5
2029-03-15,Hella,XTOR,0.75
2029-03-15,Mariola,BIRDY,0.25
2029-03-15,Mariola,NSTAT,0.25
2029-03-15,Hella,NSTAT,3.75
2029-03-15,Mariola,XTOR,2.25
2029-03-15,Hella,XTOR,1.0
2029-03-15,Mariola,XTOR,3.0
2029-03-15,Mariola,NSTAT,1.0
2029-03-15,Hella,NSTAT,1.25
2029-03-15,Mariola,NSTAT,1.25
2029-03-16,Hella,NSTAT,1.0
2029-03-16,Antonie,NSTAT,1.0
2029-03-16,Mariola,NSTAT,0.25
2029-03-16,Hella,BIRDY,0.5
2029-03-16,Hella,XTOR,0.75
2029-03-16,Hella,XTOR,0.5
2029-03-16,Hella,XTOR,0.25
2029-03-19,Hella,XTOR,1.0
2029-03-19,Hella,NSTAT,2.0
2029-03-19,Mariola,NSTAT,0.5
2029-03-19,Hella,BIRDY,1.0
2029-03-19,Hella,BIRDY,1.25
2029-03-19,Mariola,BIRDY,2.25
2029-03-19,Mariola,BIRDY,0.25
2029-03-19,Mariola,BIRDY,2.0
2029-03-20,Hella,XTOR,0.25
2029-03-20,Hella,XTOR,1.0
2029-03-20,Mariola,NSTAT,0.25
2029-03-20,Hella,XTOR,1.25
2029-03-21,Antonie,BIRDY,2.0
2029-03-21,Mariola,BIRDY,1.5
2029-03-21,Mariola,BIRDY,2.75
2029-03-21,Hella,XTOR,0.5
2029-03-21,Mariola,NSTAT,0.25
2029-03-22,Antonie,BIRDY,3.0
2029-03-22,Hella,BIRDY,0.25
2029-03-22,Hella,NSTAT,1.5
2029-03-22,Hella,NSTAT,2.75
2029-03-22,Hella,BIRDY,1.0
2029-03-22,Hella,XTOR,0.5
2029-03-23,Mariola,BIRDY,2.75
2029-03-23,Hella,XTOR,0.75
2029-03-23,Mariola,NSTAT,1.0
2029-03-23,Hella,BIRDY,1.25
2029-03-23,Hella,BIRDY,1.25
2029-03-23,Mariola,NSTAT,0.25
2029-03-26,Antonie,BIRDY,1.0
2029-03-26,Hella,NSTAT,0.5
2029-03-26,Mariola,XTOR,1.25
2029-03-26,Mariola,NSTAT,0.5
2029-03-26,Hella,XTOR,1.0
2029-03-26,Mariola,NSTAT,0.5
2029-03-26,Hella,BIRDY,1.75
2029-03-26,Hella,NSTAT,3.75
2029-03-26,Antonie,BIRDY,3.25
2029-03-27,Hella,BIRDY,0.25
2029-03-27,Hella,NSTAT,4.0
2029-03-27,Mariola,NSTAT,0.25
2029-03-27,Mariola,XTOR,1.75
2029-03-27,Mariola,XTOR,3.25
2029-03-27,Hella,BIRDY,1.5
2029-03-27,Hella,BIRDY,0.5
2029-03-27,Hella,BIRDY,0.5
2029-03-27,Fatima,NSTAT,1.0
2029-03-27,Mariola,XTOR,4.25
2029-03-28,Mariola,BIRDY,0.25
2029-03-28,Mariola,NSTAT,0.5
2029-03-28,Hella,XTOR,1.0
2029-03-28,Hella,BIRDY,0.75
2029-03-28,Mariola,BIRDY,1.0
2029-03-28,Mariola,XTOR,3.75
2029-03-28,Hella,XTOR,0.5
2029-03-28,Hella,BIRDY,1.0
2029-03-28,Mariola,BIRDY,0.25
2029-03-29,Mariola,XTOR,2.75
2029-03-29,Antonie,BIRDY,2.25
2029-03-29,Hella,NSTAT,4.0
2029-03-29,Fatima,BIRDY,0.75
2029-03-29,Antonie,NSTAT,0.5
2029-03-29,Hella,XTOR,0.5
2029-03-29,Mariola,NSTAT,1.25
2029-03-29,Hella,XTOR,1.0
2029-03-29,Hella,XTOR,1.0
2029-03-30,Hella,BIRDY,1.0
2029-03-30,Hella,BIRDY,1.25
2029-03-30,Fatima,XTOR,0.25
2029-03-30,Hella,NSTAT,0.75
2029-03-30,Mariola,BIRDY,1.0
2029-03-30,Fatima,NSTAT,1.25
2029-03-30,Hella,XTOR,0.25
2029-04-02,Mariola,NSTAT,1.0
2029-04-02,Hella,XTOR,1.0
2029-04-02,Mariola,BIRDY,3.25
2029-04-02,Hella,XTOR,0.25
2029-04-02,Hella,BIRDY,1.5
2029-04-03,Mariola,BIRDY,0.75
2029-04-03,Hella,NSTAT,1.0
2029-04-03,Mariola,XTOR,1.5
2029-04-03,Hella,NSTAT,2.75
2029-04-03,Hella,NSTAT,1.0
2029-04-03,Hella,NSTAT,3.75
2029-04-03,Mariola,XTOR,3.5
2029-04-03,Mariola,XTOR,2.75
2029-04-03,Mariola,BIRDY,1.25
2029-04-04,Antonie,XTOR,0.75
2029-04-04,Mariola,BIRDY,0.75
2029-04-04,Hella,NSTAT,2.25
2029-04-04,Fatima,BIRDY,0.75
2029-04-04,Antonie,NSTAT,0.25
2029-04-05,Hella,BIRDY,0.75
2029-04-05,Mariola,BIRDY,3.25
2029-04-05,Mariola,XTOR,1.25
2029-04-05,Antonie,XTOR,0.75
2029-04-05,Mariola,NSTAT,0.5
2029-04-05,Hella,BIRDY,1.0
2029-04-06,Mariola,XTOR,2.75
2029-04-06,Mariola,BIRDY,1.75
2029-04-06,Mariola,BIRDY,0.25
2029-04-06,Hella,BIRDY,1.0
2029-04-06,Mariola,BIRDY,0.5
2029-04-06,Mariola,BIRDY,2.0
2029-04-06,Mariola,NSTAT,0.75
2029-04-06,Antonie,NSTAT,1.0
2029-04-06,Hella,XTOR,1.0
2029-04-06,Antonie,NSTAT,1.0
2029-04-09,Mariola,XTOR,3.25
2029-04-09,Mariola,BIRDY,2.25
2029-04-09,Mariola,NSTAT,0.25
2029-04-09,Hella,NSTAT,2.0
2029-04-09,Mariola,NSTAT,0.75
2029-04-09,Hella,NSTAT,4.25
2029-04-10,Hella,XTOR,0.75
2029-04-10,Hella,BIRDY,1.5
2029-04-10,Mariola,XTOR,1.5
2029-04-10,Mariola,BIRDY,3.25
2029-04-10,Hella,BIRDY,0.75
2029-04-10,Hella,NSTAT,3.0
2029-04-10,Hella,NSTAT,3.25
2029-04-10,Hella,XTOR,0.75
2029-04-10,Mariola,XTOR,2.0
2029-04-10,Hella,XTOR,1.25
2029-04-10,Mariola,NSTAT,1.25
2029-04-11,Hella,NSTAT,4.25
2029-04-11,Mariola,BIRDY,1.75
2029-04-11,Hella,NSTAT,0.5
2029-04-11,Mariola,NSTAT,1.25
2029-04-11,Fatima,BIRDY,0.25
2029-04-12,Mariola,XTOR,0.25
2029-04-12,Mariola,XTOR,1.25
2029-04-12,Mariola,NSTAT,0.25
2029-04-12,Hella,NSTAT,3.5
2029-04-12,Hella,XTOR,0.75
2029-04-12,Hella,NSTAT,0.5
2029-04-13,Hella,NSTAT,1.5
2029-04-13,Mariola,BIRDY,1.25
2029-04-13,Mariola,XTOR,1.0
2029-04-13,Antonie,XTOR,1.0
2029-04-13,Mariola,XTOR,4.0
2029-04-13,Hella,XTOR,0.75
2029-04-16,Mariola,BIRDY,3.0
2029-04-16,Mariola,BIRDY,0.75
2029-04-16,Hella,BIRDY,0.75
2029-04-16,Mariola,BIRDY,1.0
2029-04-16,Hella,BIRDY,1.75
2029-04-16,Mariola,XTOR,0.75
2029-04-16,Hella,XTOR,0.5
2029-04-17,Mariola,BIRDY,2.25
2029-04-17,Hella,BIRDY,1.5
2029-04-17,Mariola,BIRDY,3.0
2029-04-17,Mariola,XTOR,1.5
2029-04-17,Mariola,XTOR,3.25
2029-04-17,Mariola,BIRDY,2.75
2029-04-17,Hella,BIRDY,0.5
2029-04-18,Hella,NSTAT,0.25
2029-04-18,Hella,NSTAT,2.25
2029-04-18,Hella,BIRDY,0.25
2029-04-18,Hella,NSTAT,0.25
2029-04-19,Fatima,BIRDY,0.25
2029-04-19,Hella,XTOR,0.75
2029-04-19,Hella,BIRDY,0.5
2029-04-19,Antonie,XTOR,1.25
2029-04-19,Mariola,BIRDY,2.75
2029-04-19,Hella,BIRDY,1.75
2029-04-19,Mariola,NSTAT,0.5
2029-04-19,Mariola,BIRDY,2.5
2029-04-20,Mariola,BIRDY,2.5
2029-04-20,Mariola,XTOR,2.25
2029-04-20,Hella,XTOR,1.0
2029-04-20,Fatima,XTOR,0.25
2029-04-20,Mariola,BIRDY,1.5
2029-04-20,Hella,BIRDY,1.5
2029-04-23,Mariola,NSTAT,0.75
2029-04-23,Hella,NSTAT,1.25
2029-04-23,Hella,BIRDY,0.5
2029-04-23,Mariola,NSTAT,0.75
2029-04-23,Hella,BIRDY,1.5
2029-04-24,Mariola,NSTAT,1.0
2029-04-24,Mariola,NSTAT,0.75
2029-04-24,Hella,BIRDY,1.75
2029-04-24,Hella,BIRDY,0.25
2029-04-25,Hella,BIRDY,0.75
2029-04-25,Mariola,NSTAT,1.25
2029-04-25,Hella,NSTAT,4.0
2029-04-25,Mariola,NSTAT,0.25
2029-04-26,Hella,NSTAT,1.0
2029-04-26,Mariola,BIRDY,1.0
2029-04-26,Hella,NSTAT,3.0
2029-04-26,Hella,XTOR,1.25
2029-04-26,Antonie,BIRDY,2.5
2029-04-26,Hella,BIRDY,1.0
2029-04-26,Hella,BIRDY,1.25
2029-04-26,Hella,BIRDY,0.75
2029-04-27,Hella,NSTAT,1.5
2029-04-27,Hella,XTOR,0.5
2029-04-27,Mariola,BIRDY,1.5
2029-04-27,Mariola,NSTAT,0.25
2029-04-27,Mariola,XTOR,2.0
2029-04-27,Hella,BIRDY,1.0
2029-04-27,Mariola,BIRDY,0.5
2029-04-27,Hella,XTOR,0.5
2029-04-27,Hella,NSTAT,3.0
2029-04-30,Hella,XTOR,0.5
2029-04-30,Hella,XTOR,0.5
2029-04-30,Mariola,BIRDY,2.0
2029-04-30,Mariola,XTOR,3.75
2029-04-30,Mariola,BIRDY,0.25
2029-04-30,Hella,BIRDY,0.75
2029-04-30,Hella,NSTAT,1.5
2029-04-30,Mariola,BIRDY,1.25
2029-04-30,Mariola,XTOR,2.0
2029-05-01,Hella,BIRDY,1.0
2029-05-01,Mariola,XTOR,0.25
2029-05-01,Mariola,XTOR,2.25
2029-05-01,Antonie,XTOR,1.0
2029-05-01,Mariola,XTOR,1.0
2029-05-01,Hella,BIRDY,0.5
2029-05-01,Fatima,BIRDY,0.5
2029-05-01,Hella,NSTAT,3.25
2029-05-01,Mariola,XTOR,3.75
2029-05-02,Hella,NSTAT,4.25
2029-05-02,Hella,BIRDY,0.5
2029-05-02,Antonie,BIRDY,1.75
2029-05-02,Hella,XTOR,0.75
2029-05-02,Hella,XTOR,0.5
2029-05-02,Mariola,NSTAT,1.25
2029-05-02,Mariola,BIRDY,2.75
2029-05-02,Antonie,NSTAT,1.0
2029-05-02,Hella,XTOR,1.0
2029-05-02,Mariola,NSTAT,0.5
2029-05-03,Hella,XTOR,0.75
2029-05-03,Hella,NSTAT,2.25
2029-05-03,Hella,NSTAT,3.75
2029-05-03,Mariola,BIRDY,1.75
2029-05-03,Mariola,NSTAT,1.0
2029-05-03,Mariola,XTOR,2.5
2029-05-03,Antonie,BIRDY,0.25
2029-05-04,Fatima,XTOR,0.25
2029-05-04,Antonie,NSTAT,1.0
2029-05-04,Mariola,XTOR,0.5
2029-05-04,Hella,NSTAT,3.0
2029-05-04,Mariola,XTOR,3.75
2029-05-04,Antonie,NSTAT,0.25
2029-05-04,Hella,NSTAT,4.25
2029-05-07,Hella,BIRDY,0.25
2029-05-07,Antonie,XTOR,1.25
2029-05-07,Hella,BIRDY,0.5
2029-05-07,Hella,NSTAT,3.5
2029-05-07,Mariola,NSTAT,1.0
2029-05-07,Hella,XTOR,1.25
2029-05-07,Hella,BIRDY,0.25
2029-05-07,Hella,BIRDY,1.0
2029-05-08,Mariola,BIRDY,3.0
2029-05-08,Mariola,XTOR,3.5
2029-05-08,Antonie,NSTAT,0.75
2029-05-08,Hella,BIRDY,0.25
2029-05-09,Hella,XTOR,1.0
2029-05-09,Hella,NSTAT,1.25
2029-05-09,Fatima,BIRDY,0.5
2029-05-09,Hella,BIRDY,1.0
2029-05-09,Mariola,BIRDY,2.25
2029-05-09,Mariola,XTOR,3.75
2029-05-09,Mariola,BIRDY,1.5
2029-05-10,Antonie,XTOR,0.75
2029-05-10,Mariola,XTOR,2.5
2029-05-10,Mariola,NSTAT,0.75
2029-05-10,Hella,NSTAT,0.5
2029-05-10,Fatima,BIRDY,1.0
2029-05-10,Hella,XTOR,0.5
2029-05-11,Mariola,NSTAT,0.5
2029-05-11,Mariola,NSTAT,1.0
2029-05-11,Mariola,BIRDY,1.0
2029-05-11,Mariola,NSTAT,1.25
2029-05-11,Mariola,BIRDY,1.0
2029-05-14,Antonie,NSTAT,0.75
2029-05-14,Mariola,NSTAT,1.25
2029-05-14,Antonie,XTOR,0.75
2029-05-14,Hella,NSTAT,4.0
2029-05-14,Mariola,XTOR,1.0
2029-05-14,Hella,NSTAT,2.5
2029-05-14,Mariola,NSTAT,1.25
2029-05-14,Hella,NSTAT,1.5
2029-05-14,Mariola,BIRDY,2.0
2029-05-15,Hella,XTOR,0.5
2029-05-15,Mariola,XTOR,2.5
2029-05-15,Antonie,XTOR,1.25
2029-05-15,Hella,BIRDY,1.25
2029-05-15,Hella,XTOR,0.75
2029-05-15,Hella,XTOR,1.25
2029-05-15,Hella,BIRDY,0.75
2029-05-15,Hella,BIRDY,0.5
2029-05-15,Elise,NSTAT,3.0
2029-05-15,Mariola,BIRDY,0.75
2029-05-16,Antonie,NSTAT,0.75
2029-05-16,Mariola,XTOR,3.25
2029-05-16,Mariola,XTOR,3.25
2029-05-16,Mariola,BIRDY,1.5
2029-05-16,Hella,NSTAT,1.75
2029-05-16,Mariola,BIRDY,1.5
2029-05-17,Hella,NSTAT,2.75
2029-05-17,Hella,NSTAT,1.75
2029-05-17,Mariola,NSTAT,0.5
2029-05-17,Hella,BIRDY,0.75
2029-05-17,Mariola,NSTAT,0.75
2029-05-17,Hella,NSTAT,1.75
2029-05-18,Mariola,XTOR,4.25
2029-05-18,Hella,BIRDY,0.25
2029-05-18,Hella,BIRDY,1.75
2029-05-18,Hella,XTOR,0.5
2029-05-18,Mariola,XTOR,4.0
2029-05-18,Hella,NSTAT,2.25
2029-05-18,Mariola,BIRDY,0.25
2029-05-18,Mariola,BIRDY,0.75
2029-05-18,Mariola,XTOR,0.5
2029-05-21,Mariola,BIRDY,1.5
2029-05-21,Hella,XTOR,1.25
2029-05-21,Hella,NSTAT,2.5
2029-05-21,Mariola,NSTAT,1.25
2029-05-21,Mariola,XTOR,3.5
2029-05-21,Mariola,BIRDY,2.75
2029-05-22,Mariola,NSTAT,1.25
2029-05-22,Hella,NSTAT,2.75
2029-05-22,Hella,NSTAT,1.0
2029-05-22,Hella,NSTAT,2.5
2029-05-23,Mariola,BIRDY,1.25
2029-05-23,Fatima,NSTAT,1.25
2029-05-23,Mariola,NSTAT,1.0
2029-05-23,Mariola,NSTAT,1.25
2029-05-24,Mariola,BIRDY,1.5
2029-05-24,Antonie,NSTAT,0.25
2029-05-24,Hella,XTOR,1.25
2029-05-24,Mariola,XTOR,4.0
2029-05-24,Hella,XTOR,0.25
2029-05-25,Hella,BIRDY,1.25
2029-05-25,Hella,NSTAT,3.5
2029-05-25,Antonie,NSTAT,0.25
2029-05-25,Hella,BIRDY,1.75
2029-05-25,Hella,XTOR,0.75
2029-05-25,Mariola,NSTAT,0.75
2029-05-25,Fatima,NSTAT,0.25
2029-05-25,Fatima,BIRDY,0.75
2029-05-25,Mariola,NSTAT,0.75
2029-05-25,Hella,XTOR,0.75
2029-05-25,Mariola,BIRDY,1.75
2029-05-28,Mariola,NSTAT,0.5
2029-05-28,Hella,NSTAT,3.0
2029-05-28,Antonie,BIRDY,3.0
2029-05-28,Hella,BIRDY,1.25
2029-05-28,Mariola,BIRDY,3.25
2029-05-28,Mariola,XTOR,1.75
2029-05-28,Hella,XTOR,0.25
2029-05-29,Hella,XTOR,0.75
2029-05-29,Mariola,BIRDY,2.5
2029-05-29,Mariola,BIRDY,1.75
2029-05-29,Mariola,BIRDY,3.0
2029-05-29,Antonie,XTOR,1.25
2029-05-29,Hella,NSTAT,4.0
2029-05-29,Hella,XTOR,0.75
2029-05-30,Antonie,XTOR,0.5
2029-05-30,Hella,BIRDY,0.5
2029-05-30,Fatima,BIRDY,0.75
2029-05-30,Mariola,BIRDY,1.75
2029-05-30,Antonie,XTOR,1.0
2029-05-31,Mariola,BIRDY,2.0
2029-05-31,Mariola,BIRDY,1.25
2029-05-31,Mariola,BIRDY,1.75
2029-05-31,Mariola,XTOR,2.75
2029-05-31,Hella,XTOR,0.5
2029-05-31,Hella,NSTAT,2.5
2029-05-31,Fatima,NSTAT,0.5
2029-05-31,Hella,BIRDY,1.5
2029-05-31,Hella,BIRDY,1.75
2029-05-31,Hella,NSTAT,1.25
2029-05-31,Hella,BIRDY,1.25
2029-06-01,Antonie,BIRDY,1.0
2029-06-01,Hella,NSTAT,1.25
2029-06-01,Mariola,XTOR,1.25
2029-06-01,Elise,XTOR,0.5
2029-06-01,Hella,BIRDY,0.75
2029-06-01,Fatima,XTOR,0.25
2029-06-01,Hella,BIRDY,1.25
2029-06-01,Mariola,BIRDY,0.25
2029-06-04,Mariola,BIRDY,0.25
2029-06-04,Hella,XTOR,1.25
2029-06-04,Mariola,BIRDY,2.75
2029-06-04,Mariola,XTOR,4.0
2029-06-04,Antonie,BIRDY,1.5
2029-06-04,Mariola,XTOR,3.5
2029-06-05,Hella,XTOR,0.25
2029-06-05,Mariola,XTOR,1.0
2029-06-05,Mariola,BIRDY,1.75
2029-06-05,Hella,NSTAT,0.5
2029-06-05,Fatima,BIRDY,1.0
2029-06-06,Mariola,XTOR,2.0
2029-06-06,Antonie,XTOR,1.25
2029-06-06,Mariola,NSTAT,0.5
2029-06-06,Mariola,NSTAT,0.25
2029-06-06,Mariola,NSTAT,0.5
2029-06-06,Hella,BIRDY,0.75
2029-06-06,Mariola,BIRDY,1.5
2029-06-07,Antonie,NSTAT,0.25
2029-06-07,Hella,BIRDY,0.75
2029-06-07,Hella,NSTAT,2.25
2029-06-07,Hella,BIRDY,0.5
2029-06-07,Hella,NSTAT,4.25
2029-06-07,Fatima,BIRDY,1.25
2029-06-07,Mariola,BIRDY,1.0
2029-06-07,Mariola,XTOR,1.5
2029-06-07,Mariola,NSTAT,0.25
2029-06-08,Hella,NSTAT,2.0
2029-06-08,Mariola,BIRDY,1.75
2029-06-08,Hella,NSTAT,3.75
2029-06-08,Fatima,BIRDY,1.0
2029-06-08,Mariola,NSTAT,0.25
2029-06-08,Mariola,XTOR,4.0
2029-06-08,Hella,BIRDY,0.5
2029-06-08,Antonie,NSTAT,0.25
2029-06-11,Mariola,XTOR,2.5
2029-06-11,Fatima,XTOR,0.25
2029-06-11,Hella,BIRDY,0.5
2029-06-11,Hella,BIRDY,1.5
2029-06-11,Mariola,BIRDY,1.5
2029-06-12,Hella,NSTAT,4.0
2029-06-12,Fatima,NSTAT,0.5
2029-06-12,Fatima,NSTAT,1.25
2029-06-12,Hella,NSTAT,3.75
2029-06-12,Mariola,NSTAT,1.25
2029-06-12,Mariola,NSTAT,0.25
2029-06-12,Fatima,BIRDY,1.0
2029-06-12,Mariola,NSTAT,0.75
2029-06-12,Hella,BIRDY,0.75
2029-06-12,Mariola,BIRDY,0.5
2029-06-13,Hella,BIRDY,0.5
2029-06-13,Hella,NSTAT,4.0
2029-06-13,Mariola,BIRDY,2.5
2029-06-13,Mariola,BIRDY,2.75
2029-06-13,Antonie,XTOR,1.0
2029-06-13,Mariola,NSTAT,1.0
2029-06-13,Hella,BIRDY,0.75
2029-06-13,Hella,XTOR,0.75
2029-06-14,Hella,NSTAT,3.25
2029-06-14,Hella,NSTAT,2.25
2029-06-14,Hella,XTOR,0.25
2029-06-14,Hella,XTOR,0.5
2029-06-14,Fatima,XTOR,0.25
2029-06-14,Antonie,XTOR,1.0
2029-06-14,Hella,XTOR,0.75
2029-06-14,Hella,BIRDY,1.75
2029-06-14,Hella,NSTAT,1.0
2029-06-14,Fatima,NSTAT,1.25
2029-06-15,Mariola,XTOR,4.25
2029-06-15,Hella,XTOR,0.75
2029-06-15,Mariola,XTOR,3.0
2029-06-18,Mariola,BIRDY,2.25
2029-06-18,Hella,XTOR,1.0
2029-06-18,Hella,XTOR,1.25
2029-06-19,Mariola,BIRDY,0.5
2029-06-19,Mariola,BIRDY,1.75
2029-06-19,Mariola,NSTAT,0.25
2029-06-19,Mariola,XTOR,0.25
2029-06-20,Hella,BIRDY,0.25
2029-06-20,Hella,NSTAT,2.25
2029-06-20,Hella,XTOR,1.25
2029-06-20,Hella,XTOR,1.25
2029-06-20,Hella,NSTAT,3.75
2029-06-20,Mariola,BIRDY,1.25
2029-06-20,Hella,BIRDY,1.5
2029-06-21,Hella,NSTAT,3.0
2029-06-21,Mariola,NSTAT,0.75
2029-06-21,Mariola,BIRDY,1.0
2029-06-21,Mariola,NSTAT,0.25
2029-06-22,Mariola,BIRDY,3.25
2029-06-22,Hella,XTOR,1.0
2029-06-22,Hella,XTOR,1.25
2029-06-22,Mariola,BIRDY,0.5
2029-06-22,Hella,XTOR,0.5
2029-06-22,Hella,NSTAT,2.0
2029-06-22,Antonie,NSTAT,0.25
2029-06-22,Hella,BIRDY,1.0
2029-06-22,Hella,XTOR,0.25
2029-06-25,Mariola,NSTAT,0.75
2029-06-25,Mariola,BIRDY,3.25
2029-06-25,Hella,BIRDY,1.25
2029-06-25,Hella,BIRDY,1.0
2029-06-25,Mariola,BIRDY,2.0
2029-06-25,Mariola,BIRDY,3.25
2029-06-25,Antonie,XTOR,0.5
2029-06-26,Hella,BIRDY,0.5
2029-06-26,Hella,XTOR,0.25
2029-06-26,Mariola,BIRDY,2.75
2029-06-26,Mariola,NSTAT,1.0
2029-06-26,Mariola,XTOR,4.25
2029-06-26,Mariola,NSTAT,0.5
2029-06-26,Mariola,XTOR,3.75
2029-06-26,Hella,XTOR,0.75
2029-06-26,Hella,NSTAT,3.75
2029-06-26,Hella,BIRDY,1.0
2029-06-27,Mariola,XTOR,2.0
2029-06-27,Mariola,NSTAT,0.5
2029-06-27,Hella,XTOR,1.0
2029-06-27,Mariola,XTOR,3.25
2029-06-27,Mariola,NSTAT,0.75
2029-06-27,Hella,NSTAT,4.25
2029-06-28,Mariola,NSTAT,1.25
2029-06-28,Hella,NSTAT,2.25
2029-06-28,Mariola,NSTAT,0.25
2029-06-28,Hella,NSTAT,1.25
2029-06-29,Hella,NSTAT,2.75
2029-06-29,Mariola,BIRDY,2.5
2029-06-29,Hella,XTOR,0.25
2029-06-29,Hella,NSTAT,0.5
2029-07-02,Mariola,NSTAT,1.25
2029-07-02,Hella,NSTAT,3.0
2029-07-02,Hella,BIRDY,1.75
2029-07-02,Hella,BIRDY,1.5
2029-07-02,Mariola,NSTAT,0.25
2029-07-02,Elise,BIRDY,1.5
2029-07-02,Mariola,BIRDY,3.0
2029-07-02,Hella,NSTAT,1.0
2029-07-03,Hella,BIRDY,0.25
2029-07-03,Mariola,XTOR,2.0
2029-07-03,Hella,BIRDY,1.5
2029-07-03,Hella,NSTAT,3.5
